,0,1,2
236,A43256-0,SimOpt_extensive_long_18,1.0
237,A44011-0,SimOpt_extensive_0,1.0
238,A44127-0,SimOpt_extensive_9,1.0
239,A44161-0,SimOpt_extensive_long_0,1.0
240,A46103-1,SimOpt_int_short_0,1.0
241,A47023-0,SimOpt_extensive_long_18,1.0
242,A47027-1,SimOpt_extensive_0,1.0
243,A47049-0,SimOpt_extensive_9,1.480163759494968e-16
244,A47049-0,SimOpt_int_short_2,0.9999999999999999
245,A47054-1,SimOpt_int_short_0,1.0
246,A47057-0,SimOpt_int_short_0,1.0
247,A47058-1,SimOpt_extensive_0,1.0
248,A47088-0,SimOpt_extensive_9,1.0
249,A47096-0,SimOpt_extensive_0,1.0
250,A47133-0,SimOpt_extensive_long_0,1.0
251,A48115-0,SimOpt_extensive_9,0.9999999999999999
252,A48115-0,SimOpt_extensive_long_9,2.1246392194423493e-16
253,A48228-0,SimOpt_extensive_0,1.0
254,A52023-0,SimOpt_int_0,0.5611887812716555
255,A52023-0,SimOpt_int_short_0,0.43881121872834444
256,A52026-0,SimOpt_extensive_2,1.0
257,A52031-0,SimOpt_extensive_9,1.0
258,A52031-0,SimOpt_extensive_long_9,4.323581321770874e-17
259,B01044-1,SimOpt_int_short_9,1.0
260,B01058-0,SimOpt_int_9,0.9999999999999999
261,B01085-2,SimOpt_extensive_long_0,1.0
262,B01089-0,SimOpt_extensive_long_0,1.0
263,B01101-0,SimOpt_extensive_long_0,0.24354697519548635
264,B01101-0,SimOpt_int_short_0,0.7564530248045136
265,B01104-0,SimOpt_extensive_0,1.5113784648276765e-16
266,B01104-0,SimOpt_int_0,0.9999999999999999
267,B01152-0,SimOpt_int_0,0.772012581379197
268,B01152-0,SimOpt_int_short_0,0.227987418620803
269,B01156-0,SimOpt_int_0,1.0
270,B02078-0,SimOpt_extensive_0,1.0
271,B02114-0,SimOpt_int_short_0,1.0
272,B02121-0,SimOpt_extensive_long_18,1.0
273,B02163-0,SimOpt_extensive_9,1.0
274,B02167-0,SimOpt_int_short_0,1.0
275,B02175-0,SimOpt_int_1,1.0
276,B02179-0,SimOpt_int_0,1.0
277,B02195-0,SimOpt_int_short_0,1.0
278,B02201-0,SimOpt_int_short_2,1.0
279,B02204-0,SimOpt_extensive_3,0.6737216873831572
280,B02204-0,SimOpt_extensive_4,0.06555719875927365
281,B02204-0,SimOpt_extensive_5,0.2607211138575693
282,B02207-0,SimOpt_extensive_long_0,1.0
283,B02213-0,SimOpt_int_short_0,1.0
