,0,1,2
161,A23227-0,SimOpt_int_7,2.440807220476289e-12
162,A23236-0,SimOpt_extensive_long_0,1.0
163,A25054-0,SimOpt_extensive_0,1.0
164,A25054-0,SimOpt_int_0,2.7328605432739865e-12
165,A25193-2,SimOpt_extensive_0,1.0
166,A25193-2,SimOpt_int_0,6.051362620821772e-11
167,A25195-0,SimOpt_extensive_0,2.209533014287322e-12
168,A25195-0,SimOpt_int_short_0,1.0
169,A25205-0,SimOpt_int_0,1.0
170,A26023-1,SimOpt_extensive_0,1.0
171,A26029-0,SimOpt_extensive_long_0,1.0
172,A26117-2,SimOpt_extensive_long_9,1.0
173,A26127-0,SimOpt_no_management_0,1.0
174,A26145-0,SimOpt_int_0,0.9999999999999999
175,A26156-0,SimOpt_extensive_2,1.0
176,A26171-0,SimOpt_int_short_0,0.9999999999999999
177,A26198-0,SimOpt_extensive_0,7.237757629993376e-12
178,A26198-0,SimOpt_int_0,1.0
179,A27119-0,SimOpt_int_0,1.0
180,A27119-0,SimOpt_int_short_0,5.171626982893597e-12
181,A27122-0,SimOpt_extensive_2,1.0
182,A27126-0,SimOpt_int_short_0,1.0
183,A27129-0,SimOpt_extensive_0,1.4278687743408893e-12
184,A27129-0,SimOpt_extensive_2,1.0
185,A27191-0,SimOpt_extensive_0,1.2784564323920213e-12
186,A27191-0,SimOpt_extensive_2,1.0
187,A27195-0,SimOpt_extensive_long_0,1.0
188,A27235-1,SimOpt_extensive_2,0.9999999999999999
189,A28062-0,SimOpt_extensive_long_0,7.658038458799744e-12
190,A28062-0,SimOpt_multispecies_0,1.0
191,A28067-0,SimOpt_int_short_0,1.0
192,A28069-0,SimOpt_extensive_0,1.0
193,A29052-0,SimOpt_extensive_long_9,0.9999999999999999
194,A29153-0,SimOpt_extensive_long_0,1.0
195,A30011-0,SimOpt_extensive_0,1.0
196,A30011-0,SimOpt_extensive_long_0,5.519352206981359e-12
197,A30113-0,SimOpt_extensive_6,4.608958770980281e-13
198,A30113-0,SimOpt_multispecies_6,0.9999999999999999
199,A30115-0,SimOpt_extensive_long_9,1.0000000000000002
200,A30166-0,SimOpt_int_short_0,1.0
201,A30242-1,SimOpt_extensive_long_0,1.0
202,A31188-0,SimOpt_extensive_9,0.9999999999999999
203,A31255-2,SimOpt_extensive_long_0,1.9272935375905864e-12
204,A31255-2,SimOpt_int_short_0,1.0
205,A31257-0,SimOpt_extensive_0,1.2502164108067447e-11
206,A31257-0,SimOpt_int_short_0,0.9999999999999999
207,A31258-0,SimOpt_extensive_long_0,1.0
208,A32171-0,SimOpt_extensive_0,2.1153087285202577e-11
209,A32171-0,SimOpt_extensive_long_0,1.0
210,A32172-0,SimOpt_extensive_long_9,1.0000000000000002
211,A33055-0,SimOpt_extensive_2,0.9999999999999999
212,A33055-0,SimOpt_extensive_3,7.2133135916939904e-12
213,A33109-0,SimOpt_extensive_9,0.9999999999999999
214,A33233-1,SimOpt_extensive_long_0,1.0
215,A34075-0,SimOpt_extensive_9,1.0
216,A34159-0,SimOpt_int_0,1.0
217,A34164-0,SimOpt_extensive_long_0,1.0
218,A34164-0,SimOpt_int_short_0,7.672582193207065e-13
219,A34173-0,SimOpt_extensive_long_0,1.0
220,A34181-0,SimOpt_extensive_long_0,0.9999999999999999
221,A34202-0,SimOpt_int_0,1.0
222,A34243-0,SimOpt_extensive_9,1.0
223,A34251-0,SimOpt_int_short_0,0.9999999999999999
224,A34251-0,SimOpt_multispecies_0,1.468172433194727e-12
225,A35071-0,SimOpt_extensive_0,1.0
226,A36021-0,SimOpt_extensive_2,1.0
227,A36021-0,SimOpt_int_5,1.9179916392435543e-12
228,A36119-0,SimOpt_extensive_0,1.0
229,A36123-0,SimOpt_extensive_long_0,1.0
230,A36163-0,SimOpt_extensive_long_0,0.9999999999999999
231,A38012-1,SimOpt_no_management_0,1.0
232,A38066-0,SimOpt_int_0,1.0
233,A38155-0,SimOpt_extensive_2,1.0
234,A38156-1,SimOpt_multispecies_0,1.0
235,A38179-0,SimOpt_extensive_long_0,1.0
236,A38194-2,SimOpt_extensive_0,1.0
237,A38246-0,SimOpt_int_short_0,1.0
238,A39075-0,SimOpt_extensive_long_0,1.9894976219926712e-11
239,A39075-0,SimOpt_extensive_long_1,1.0
240,A39127-0,SimOpt_extensive_long_0,1.0
241,A39127-0,SimOpt_int_0,2.226234692788932e-12
242,A39196-0,SimOpt_int_0,1.0
243,A39236-0,SimOpt_extensive_long_0,0.9999999999999999
244,A40068-0,SimOpt_extensive_0,8.840287846778403e-13
245,A40068-0,SimOpt_multispecies_0,1.0
246,A42041-0,SimOpt_extensive_long_9,1.0
247,A42156-0,SimOpt_int_0,0.9999999999999999
248,A42183-2,SimOpt_extensive_long_0,0.9999999999999999
249,A42207-1,SimOpt_extensive_0,1.8672655053795766e-12
250,A42207-1,SimOpt_multispecies_0,1.0
251,A43039-0,SimOpt_extensive_long_0,1.0
252,A43079-1,SimOpt_extensive_0,1.0
253,A43133-0,SimOpt_extensive_9,1.0
